Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
D,Jon Merrill (26070690),Jon Merrill,26070690,D/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,MIN,4.74
D,Andrej Sustr (26070692),Andrej Sustr,26070692,D/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,MIN,0
C,Kevin Rooney (26069616),Kevin Rooney,26069616,C/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,CGY,2.47
C,Dylan Holloway (26069642),Dylan Holloway,26069642,C/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,EDM,2.03
C,Derek Ryan (26069644),Derek Ryan,26069644,C/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,EDM,4.19
C,Devin Shore (26069646),Devin Shore,26069646,C/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,EDM,2.19
C,Ryan McLeod (26069648),Ryan McLeod,26069648,C/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,EDM,4.86
C,Brad Malone (26069650),Brad Malone,26069650,C/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,EDM,1.57
RW,Milan Lucic (26070070),Milan Lucic,26070070,W/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,CGY,3.28
LW,Trevor Lewis (26070072),Trevor Lewis,26070072,W/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,CGY,5.98
RW,Brett Ritchie (26070074),Brett Ritchie,26070074,W/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,CGY,4.40
RW,Matthew Phillips (26070076),Matthew Phillips,26070076,W/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,CGY,0.75
LW,Radim Zohorna (26070078),Radim Zohorna,26070078,W/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,CGY,0.9
RW,Klim Kostin (26070146),Klim Kostin,26070146,W/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,EDM,4.16
LW,Warren Foegele (26070148),Warren Foegele,26070148,W/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,EDM,5.00
RW,Jesse Puljujarvi (26070150),Jesse Puljujarvi,26070150,W/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,EDM,3.94
LW,James Hamblin (26070152),James Hamblin,26070152,W/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,EDM,1.98
LW,Tyler Benson (26070154),Tyler Benson,26070154,W/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,EDM,0
D,Nick DeSimone (26070560),Nick DeSimone,26070560,D/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,CGY,3.55
D,Connor Mackey (26070562),Connor Mackey,26070562,D/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,CGY,4.5
D,Dennis Gilbert (26070564),Dennis Gilbert,26070564,D/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,CGY,2.91
D,Oliver Kylington (26070566),Oliver Kylington,26070566,D/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,CGY,0
D,Markus Niemelainen (26070618),Markus Niemelainen,26070618,D/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,EDM,1.93
D,Oscar Klefbom (26070620),Oscar Klefbom,26070620,D/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,EDM,0
D,Philip Broberg (26070622),Philip Broberg,26070622,D/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,EDM,3.08
D,Ryan Murray (26070624),Ryan Murray,26070624,D/UTIL,2500,EDM@CGY 12/27/2022 09:00PM ET,EDM,3.28
C,Ben Meyers (26069574),Ben Meyers,26069574,C/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,COL,2.77
C,Martin Kaut (26069576),Martin Kaut,26069576,C/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,COL,2.56
C,Shane Bowers (26069578),Shane Bowers,26069578,C/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,COL,1.5
C,Callahan Burke (26069580),Callahan Burke,26069580,C/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,COL,2.8
C,Barrett Hayton (26069608),Barrett Hayton,26069608,C/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,ARI,3.74
C,Jack McBain (26069610),Jack McBain,26069610,C/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,ARI,3.73
C,Bryan Little (26069612),Bryan Little,26069612,C/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,ARI,0
C,Laurent Dauphin (26069614),Laurent Dauphin,26069614,C/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,ARI,1.5
LW,Denis Malgin (26069960),Denis Malgin,26069960,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,COL,4.58
RW,Jacob MacDonald (26069962),Jacob MacDonald,26069962,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,COL,2.34
LW,Kurtis MacDermid (26069964),Kurtis MacDermid,26069964,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,COL,1.26
RW,Darren Helm (26069966),Darren Helm,26069966,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,COL,0
LW,Gabriel Landeskog (26069968),Gabriel Landeskog,26069968,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,COL,0
LW,Alex Galchenyuk (26069970),Alex Galchenyuk,26069970,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,COL,1.4
LW,Anton Blidh (26069972),Anton Blidh,26069972,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,COL,1.62
LW,Charles Hudon (26069974),Charles Hudon,26069974,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,COL,4.23
LW,Sampo Ranta (26069976),Sampo Ranta,26069976,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,COL,2.02
RW,Jean-Luc Foudy (26069978),Jean-Luc Foudy,26069978,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,COL,2.29
RW,Christian Fischer (26070056),Christian Fischer,26070056,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,ARI,5.62
LW,Juuso Valimaki (26070058),Juuso Valimaki,26070058,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,ARI,4.21
RW,Zack Kassian (26070060),Zack Kassian,26070060,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,ARI,1.7
LW,Liam O'Brien (26070062),Liam O'Brien,26070062,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,ARI,2.57
LW,Andrew Ladd (26070064),Andrew Ladd,26070064,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,ARI,0
RW,Dylan Guenther (26070066),Dylan Guenther,26070066,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,ARI,5.41
RW,Jan Jenik (26070068),Jan Jenik,26070068,W/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,ARI,1.3
D,Andreas Englund (26070490),Andreas Englund,26070490,D/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,COL,1.71
D,Brad Hunt (26070492),Brad Hunt,26070492,D/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,COL,2.82
D,Troy Stecher (26070554),Troy Stecher,26070554,D/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,ARI,4.66
D,Patrik Nemeth (26070556),Patrik Nemeth,26070556,D/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,ARI,3.96
D,Dysin Mayo (26070558),Dysin Mayo,26070558,D/UTIL,2500,COL@ARI 12/27/2022 09:00PM ET,ARI,3.18
C,Nils Aman (26069604),Nils Aman,26069604,C/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,VAN,2.83
C,Steven Lorentz (26069668),Steven Lorentz,26069668,C/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,SJ,3.83
LW,Dakota Joshua (26070020),Dakota Joshua,26070020,W/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,VAN,3.92
RW,Lane Pederson (26070022),Lane Pederson,26070022,W/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,VAN,6.6
LW,Sheldon Dries (26070024),Sheldon Dries,26070024,W/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,VAN,5.70
LW,Tanner Pearson (26070026),Tanner Pearson,26070026,W/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,VAN,4.14
RW,Jack Studnicka (26070028),Jack Studnicka,26070028,W/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,VAN,3.83
LW,Micheal Ferland (26070030),Micheal Ferland,26070030,W/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,VAN,0
LW,Nils Hoglander (26070032),Nils Hoglander,26070032,W/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,VAN,4.38
LW,Vasily Podkolzin (26070034),Vasily Podkolzin,26070034,W/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,VAN,3.19
LW,Phillip Di Giuseppe (26070036),Phillip Di Giuseppe,26070036,W/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,VAN,0
LW,Noah Gregor (26070208),Noah Gregor,26070208,W/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,SJ,4.96
RW,Evgeny Svechnikov (26070210),Evgeny Svechnikov,26070210,W/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,SJ,3.92
LW,Jonah Gadjovich (26070212),Jonah Gadjovich,26070212,W/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,SJ,2.09
RW,Oskar Lindblom (26070214),Oskar Lindblom,26070214,W/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,SJ,2.67
RW,Luke Kunin (26070216),Luke Kunin,26070216,W/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,SJ,6.81
LW,C.J. Suess (26070218),C.J. Suess,26070218,W/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,SJ,0
LW,Jeffrey Viel (26070220),Jeffrey Viel,26070220,W/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,SJ,2.8
D,Tyler Myers (26070534),Tyler Myers,26070534,D/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,VAN,5.83
D,Kyle Burroughs (26070536),Kyle Burroughs,26070536,D/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,VAN,6.31
D,Riley Stillman (26070538),Riley Stillman,26070538,D/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,VAN,3.54
D,Travis Dermott (26070540),Travis Dermott,26070540,D/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,VAN,0
D,Jack Rathbone (26070542),Jack Rathbone,26070542,D/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,VAN,3.23
D,Radim Simek (26070678),Radim Simek,26070678,D/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,SJ,5.36
D,Markus Nutivaara (26070680),Markus Nutivaara,26070680,D/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,SJ,0
D,Nikolai Knyzhov (26070682),Nikolai Knyzhov,26070682,D/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,SJ,0
D,Nick Cicek (26070684),Nick Cicek,26070684,D/UTIL,2500,SJ@VAN 12/27/2022 10:00PM ET,SJ,3.88
C,Jake Leschyshyn (26069618),Jake Leschyshyn,26069618,C/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,VGK,2.3
C,Brett Howden (26069620),Brett Howden,26069620,C/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,VGK,3.51
C,Blake Lizotte (26069630),Blake Lizotte,26069630,C/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,LA,5.42
C,Rasmus Kupari (26069632),Rasmus Kupari,26069632,C/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,LA,3.61
C,Tyler Madden (26069634),Tyler Madden,26069634,C/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,LA,0
C,Lias Andersson (26069636),Lias Andersson,26069636,C/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,LA,1.5
LW,Jonas Rondbjerg (26070080),Jonas Rondbjerg,26070080,W/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,VGK,0.6
RW,Keegan Kolesar (26070082),Keegan Kolesar,26070082,W/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,VGK,2.81
LW,Nolan Patrick (26070084),Nolan Patrick,26070084,W/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,VGK,0
RW,Carl Grundstrom (26070120),Carl Grundstrom,26070120,W/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,LA,4.69
LW,Jaret Anderson-Dolan (26070122),Jaret Anderson-Dolan,26070122,W/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,LA,4.48
RW,Brendan Lemieux (26070124),Brendan Lemieux,26070124,W/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,LA,3.1
LW,Samuel Fagemo (26070126),Samuel Fagemo,26070126,W/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,LA,7.3
D,Ben Hutton (26070568),Ben Hutton,26070568,D/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,VGK,4.83
D,Shea Weber (26070570),Shea Weber,26070570,D/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,VGK,0
D,Kaedan Korczak (26070572),Kaedan Korczak,26070572,D/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,VGK,0
D,Brayden Pachal (26070574),Brayden Pachal,26070574,D/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,VGK,5.53
D,Alexander Edler (26070598),Alexander Edler,26070598,D/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,LA,6.11
D,Sean Walker (26070600),Sean Walker,26070600,D/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,LA,5.62
D,Jordan Spence (26070602),Jordan Spence,26070602,D/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,LA,3.3
D,Brandt Clarke (26070604),Brandt Clarke,26070604,D/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,LA,5.3
D,Tobias Bjornfot (26070606),Tobias Bjornfot,26070606,D/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,LA,4.85
D,Jacob Moverare (26070608),Jacob Moverare,26070608,D/UTIL,2500,VGK@LA 12/27/2022 10:30PM ET,LA,10.1
